Noobster;Australia;496;12790;1.02;1.01;8741;34.5;1.11;
Viva;China;597;15834;1.05;1.01;10605;46.0;1.04;
ap0c;Australia;914;23404;1.02;1.01;16396;50.8;1.09;
jedqr;Poland;810;21955;1.04;1.01;15083;53.5;1.03;
obj;Portugal;418;10936;1.06;1.01;7278;31.6;1.01;
1962;Argentina;572;14881;1.0;1.01;10539;53.8;1.14;
spyleadeR;Bulgaria;899;23232;1.01;1.01;16849;42.3;1.17;
SHOCK;Czech Republic;671;18014;1.03;1.01;12110;55.5;0.99;
kreaz;Sweden;696;18462;1.04;1.01;12487;47.3;1.0;
EasTor;Spain;493;13123;1.04;1.01;8883;28.3;1.02;
mirbit;Germany;866;23162;1.06;1.01;15351;44.0;0.95;
stadodo;Portugal;756;19878;1.04;1.01;13406;40.4;1.12;
Friis;Denmark;938;24254;1.05;1.01;16356;26.3;1.05;
grux;Sweden;490;13084;1.03;1.01;9112;67.1;1.01;
dazzLe;United States;690;17971;1.0;1.01;12753;42.0;1.15;
ayaya;China;462;11695;1.01;1.01;8333;40.3;1.12;
reatz;Poland;1507;40520;1.03;1.01;27899;51.5;0.99;
Stewie2K;United States;1525;39802;1.01;1.01;27664;49.4;1.16;
kalinka;Lithuania;855;22891;1.01;1.01;16112;52.8;1.1;
Jinxx;Australia;400;10511;1.04;1.01;7054;52.7;0.94;
to1nou;Belgium;850;22377;1.04;1.01;15196;30.5;1.01;
siuhy;Poland;476;12737;1.0;1.01;8914;53.3;1.12;
DickStacy;Australia;624;15708;1.03;1.01;10534;48.9;1.06;
jR;Ukraine;892;23804;1.04;1.01;16101;34.0;1.07;
DESPE;Turkey;468;12127;1.04;1.01;8068;29.8;1.04;
kioShiMa;France;1495;39250;1.05;1.01;26259;51.3;0.97;
zqkS;Brazil;750;19393;1.06;1.01;12827;28.8;1.05;
speed4k;Russia;767;20579;1.04;1.01;13678;39.2;1.01;
FugLy;United States;1083;28153;1.03;1.01;18921;43.4;0.98;
emagine;Australia;751;18931;1.04;1.01;12837;45.9;1.0;
Polt;Russia;510;13490;1.05;1.01;9270;49.2;1.0;
Nifty;United States;865;22686;1.02;1.01;15336;36.3;1.08;
Tsogoo;Mongolia;472;12038;1.02;1.0;8486;52.9;1.04;
MINISE;Poland;1871;49905;1.02;1.0;34615;39.7;1.14;
waterfaLLZ;Russia;899;23842;1.02;1.0;16371;27.1;1.09;
pounh;Lithuania;401;10552;1.01;1.0;7289;49.5;1.03;
Zero;Slovakia;1067;28407;1.04;1.0;19051;49.1;0.96;
innocent;Poland;1753;46132;1.02;1.0;31986;45.9;1.03;
Relyks;United States;832;21258;1.01;1.0;14589;48.8;1.01;
fenvicious;Russia;729;19059;1.01;1.0;13225;52.7;1.02;
nitr0;United States;1369;35665;1.03;1.0;24080;44.4;1.01;
glace;Denmark;589;15307;1.04;1.0;10395;52.2;1.0;
Oderus;United States;473;12356;0.99;1.0;8738;34.3;1.15;
1uke;Russia;623;16179;1.02;1.0;11017;26.4;1.16;
Edward;Ukraine;1473;38787;1.03;1.0;26683;51.1;0.98;
leo_drk;Brazil;597;15378;1.0;1.0;10622;51.6;1.11;
R0b3n;Latvia;526;13849;1.03;1.0;9427;49.8;0.98;
dzt;Brazil;674;17454;1.01;1.0;11985;46.4;1.11;
SIXER;France;1084;28593;1.05;1.0;18826;39.0;0.95;
ALLE;Brazil;408;10832;1.02;1.0;7396;49.5;1.06;
Lack1;Kazakhstan;879;23516;1.01;1.0;16122;45.6;1.07;
hazed;United States;736;19138;0.99;1.0;13273;49.8;1.12;
xiaosaGe;China;847;22333;1.0;1.0;15686;47.7;1.11;
almazer;Russia;1302;35000;1.03;1.0;23468;51.9;1.0;
kenzor;Ukraine;598;15627;1.01;1.0;10785;54.8;1.04;
Djoko;France;459;12166;1.0;1.0;8338;61.5;1.08;
cbbk;Thailand;404;10342;1.02;1.0;7029;51.2;1.02;
KILLDREAM;Portugal;429;11159;1.0;1.0;7851;44.2;1.15;
Basso;Denmark;582;15218;1.03;1.0;10081;53.0;0.92;
RoLEX;Thailand;492;12610;1.0;1.0;8834;51.2;1.08;
SZPERO;Poland;2049;54181;1.02;1.0;36871;33.4;1.06;
zeff;Korea;482;12229;1.01;1.0;8381;42.0;1.15;
cromen;Norway;653;17335;1.01;1.0;11785;52.8;1.06;
adreN;United States;697;18241;1.03;1.0;12259;35.3;1.02;
supra;Estonia;531;14249;1.01;1.0;9463;57.9;1.05;
MODDII;Sweden;1169;30527;1.02;1.0;20574;52.4;1.02;
mopoz;Spain;1108;29419;1.0;1.0;19981;51.6;1.1;
void;Australia;437;11368;1.02;1.0;7854;40.0;0.96;
pyth;Sweden;756;19801;1.0;1.0;13677;56.0;0.96;
mds;Belarus;1087;29074;1.02;1.0;19543;53.4;1.0;
cam;United States;544;13974;1.02;1.0;9454;50.8;1.02;
freakazoid;United States;886;22716;1.0;1.0;15788;46.8;1.09;
xseveN;Finland;1273;33658;1.02;1.0;22753;46.2;1.06;
Jerry;Russia;1528;41085;1.01;1.0;28109;45.8;1.06;
peet;Poland;379;9993;1.01;1.0;6788;34.0;1.09;
STYKO;Slovakia;1530;40320;1.02;1.0;26959;57.5;0.99;
pecks;Australia;389;9930;1.03;1.0;6620;45.9;0.96;
ImpressioN;Singapore;663;17155;1.01;1.0;11760;48.8;1.06;
Noktse;Argentina;774;20247;1.02;1.0;13629;39.5;1.1;
Liki;Australia;387;9810;1.03;1.0;6475;43.4;1.01;
truth;Norway;479;12857;1.01;1.0;8886;51.4;1.01;
vice;United States;493;12707;1.01;1.0;8668;49.4;1.02;
Bååten;Sweden;738;19661;1.0;1.0;13293;56.5;1.01;
notaN;Denmark;421;11165;1.01;1.0;7494;49.3;1.0;
reversive;Argentina;609;15928;1.02;1.0;10800;43.6;1.04;
Cabbi;Denmark;435;11597;0.98;1.0;8085;55.7;1.09;
uli;Finland;560;15011;1.02;1.0;10203;48.7;1.02;
VINI;Brazil;955;24849;1.0;1.0;16583;48.8;1.02;
Vegi;Poland;773;21111;0.99;0.99;14720;47.5;1.07;
freddieb;Sweden;1135;30119;1.01;0.99;20728;52.9;1.07;
MUTiRiS;Portugal;1201;31370;1.01;0.99;21614;50.7;1.08;
SEMPHIS;Canada;848;21936;1.0;0.99;15472;36.5;1.02;
dephh;United Kingdom;768;20106;0.98;0.99;14252;47.6;1.16;
DeathZz;Spain;483;12896;1.02;0.99;8580;49.6;0.95;
magixx;Russia;610;16094;1.03;0.99;10473;57.6;0.98;
robiin;Sweden;1502;40013;1.0;0.99;27500;48.0;1.07;
YDNA;Australia;435;11265;1.01;0.99;7636;38.9;1.06;
gMd;Canada;464;12098;0.99;0.99;8389;53.5;1.06;
ALEX;United Kingdom;1162;30750;0.98;0.99;21407;47.3;1.09;
markeloff;Ukraine;1143;29624;1.03;0.99;19780;41.6;0.96;
xelos;Sweden;431;11391;1.0;0.99;7845;48.4;1.04;
Puls3;United Kingdom;436;11572;1.01;0.99;7860;43.3;1.03;
neptune;United States;498;13218;1.0;0.99;9091;55.4;1.03;
rbz;Australia;647;16903;1.01;0.99;11278;48.9;0.96;
BENDJI;Sweden;878;23318;1.01;0.99;16055;32.5;1.06;
dukefissura;Kazakhstan;381;10223;0.98;0.99;7230;60.7;1.14;
jaxi;Romania;472;12125;1.02;0.99;8103;40.5;1.01;
BARBARR;Sweden;876;23180;1.0;0.99;15776;42.7;1.07;
kory;Hungary;462;12291;0.99;0.99;8572;54.5;1.13;
Dima;Russia;1310;34466;0.98;0.99;23782;52.5;1.13;
JIaYm;Russia;523;14183;0.97;0.99;10080;52.5;1.14;
bubble;Bulgaria;2169;56914;1.02;0.99;37971;41.4;1.02;
ANGE1;Ukraine;1728;45027;0.98;0.99;31392;51.3;1.18;
kaboose;United States;549;14235;0.97;0.99;10006;54.9;1.09;
facecrack;Russia;1682;44893;0.98;0.99;31273;48.4;1.11;
Drone;United States;454;11841;0.98;0.99;8164;61.8;1.06;
JACKZ;France;1054;27996;0.99;0.99;18860;58.4;1.06;
krii;Latvia;398;10522;1.0;0.99;7051;49.0;0.96;
k1to;Germany;1215;32305;0.98;0.99;22039;57.9;1.04;
sXe;Romania;567;14684;0.99;0.99;9901;42.9;0.99;
Dosia;Russia;1431;37517;1.01;0.99;25227;48.1;0.95;
morelz;Poland;1057;28098;0.99;0.99;19525;46.8;1.07;
realziN;Brazil;538;14256;1.01;0.99;9393;49.8;1.02;
vanity;United States;609;15688;1.01;0.99;10461;41.8;1.05;
fitch;Kazakhstan;574;15207;0.98;0.99;10410;52.6;1.1;
larsen;Denmark;604;15968;1.01;0.99;10553;30.1;1.03;
gade;Denmark;964;25326;0.99;0.99;16756;53.6;1.01;
SAGGERTON;Finland;540;14097;0.98;0.99;9723;42.6;1.1;
rmn;Portugal;1095;28607;1.0;0.99;19488;54.3;1.04;
jabbi;Denmark;754;20232;1.01;0.99;13477;59.9;1.0;
gla1ve;Denmark;1642;43152;1.01;0.99;28596;46.4;1.05;
pesadelo;Brazil;576;15041;0.98;0.99;10344;44.4;1.05;
Lukki;Denmark;893;23437;1.0;0.99;15622;51.2;0.98;
AZR;Australia;1093;28528;0.99;0.99;19524;51.5;1.0;
Daffu;Denmark;674;17998;1.01;0.99;11909;51.9;0.97;
ryotzz;Brazil;447;11613;0.98;0.99;7922;37.2;1.1;
djay;Canada;814;21042;0.99;0.99;14279;48.1;1.0;
J1rah;Australia;782;20288;1.0;0.99;13457;46.1;1.03;
Jonji;Canada;1048;26854;0.98;0.99;18738;40.8;1.19;
Furlan;Poland;2071;55137;0.98;0.99;37359;53.0;1.09;
DAVEY;Canada;800;20694;0.98;0.99;14126;41.3;1.04;
WOOD7;Brazil;539;14068;1.04;0.98;9188;30.5;0.98;
bodyy;France;1297;34380;0.99;0.98;23116;56.2;1.06;
stellar;United States;427;10968;1.0;0.98;7396;45.7;0.98;
Xizt;Sweden;1665;42830;1.02;0.98;28491;46.8;0.88;
RUBINO;Norway;998;26140;0.99;0.98;17632;52.5;0.97;
AdreN;Kazakhstan;1767;46454;0.99;0.98;31357;48.8;1.05;
apocdud;Australia;726;18826;1.0;0.98;12712;36.9;1.07;
bew;United States;376;10079;0.99;0.98;6854;50.7;1.03;
ryann;United States;697;17857;0.98;0.98;12192;55.1;1.07;
Zix;Bulgaria;400;10329;0.98;0.98;7076;54.4;1.05;
NickelBack;Russia;1353;35983;1.0;0.98;23867;39.8;1.0;
DeadFox;Hungary;807;21060;1.0;0.98;13856;38.4;0.98;
isak;Sweden;577;15635;1.0;0.98;10279;49.9;0.98;
NEKIZ;Brazil;946;24853;0.99;0.98;16791;48.0;1.06;
Perfecto;Russia;683;18051;1.04;0.98;11255;46.7;0.88;
zende;Sweden;397;10444;1.0;0.98;7064;47.7;1.02;
bq;Sweden;395;10650;0.97;0.98;7291;53.1;1.05;
chop;United States;419;11175;0.99;0.98;7451;52.6;0.98;
raalz;Denmark;875;23616;0.99;0.98;15684;58.2;1.01;
anger;United States;682;17700;0.98;0.98;12065;50.9;1.0;
Spiidi;Germany;2021;53639;1.0;0.98;34932;40.4;0.93;
Llamas;Australia;451;11530;1.0;0.98;7596;49.1;0.92;
doto;Finland;648;17287;0.98;0.98;11512;54.8;1.05;
tifa;Brazil;407;10476;0.98;0.98;7090;45.7;1.04;
sinnopsyy;Kosovo;607;16310;0.96;0.98;11294;57.3;1.11;
kwezz;Denmark;596;15981;0.99;0.98;10455;55.4;0.93;
SHOOWTiME;Brazil;967;25003;0.98;0.98;16940;45.4;1.06;
Boombl4;Russia;1073;28421;0.98;0.98;18991;41.6;1.09;
BIT;Brazil;727;18792;1.01;0.98;12295;48.2;1.02;
wiz;United States;461;12256;1.01;0.98;7991;28.7;0.97;
syken;Germany;413;10832;0.97;0.98;7450;57.8;1.03;
Radifaction;Norway;506;13559;0.98;0.98;9133;49.9;1.03;
jnt;Brazil;628;16249;1.01;0.98;10397;35.6;0.97;
prt;Brazil;732;18994;0.99;0.98;12697;53.3;0.99;
niki1;Bulgaria;1020;26614;0.98;0.98;17850;48.8;1.06;
BURNRUOk;Australia;860;22168;0.97;0.98;15228;50.7;1.13;
Sergiz;Ukraine;456;12110;1.01;0.98;7819;52.1;0.94;
DeStRoYeR;China;583;15410;0.98;0.98;10479;42.2;1.04;
PERCY;Denmark;1030;27376;0.98;0.98;18369;58.5;1.02;
Fadey;South Africa;659;16952;0.96;0.97;11737;55.0;1.11;
blocker;Bulgaria;864;22973;0.97;0.97;15729;49.3;1.06;
RUSH;United States;1413;36954;0.99;0.97;24435;47.3;0.97;
SPELLAN;Bulgaria;1432;37492;0.99;0.97;24610;39.6;1.01;
RpK;France;1499;39100;0.98;0.97;26056;50.7;0.96;
ZEDKO;Czech Republic;1093;28958;0.99;0.97;19114;52.5;1.01;
mono;Poland;662;17680;1.0;0.97;11640;44.6;0.92;
FinigaN;Russia;496;13338;1.01;0.97;8523;50.5;0.94;
Keoz;Belgium;808;21520;0.96;0.97;14589;54.8;1.07;
leman;Poland;479;12923;0.98;0.97;8483;51.4;0.96;
jmqa;Russia;922;24189;0.98;0.97;16152;51.0;1.0;
Queenix;Denmark;439;11777;0.99;0.97;7553;56.4;0.94;
propleh;Russia;387;10295;0.99;0.97;6836;49.2;0.99;
oskarish;Poland;1026;27320;0.98;0.97;17879;50.4;0.98;
RuStY;Sweden;1284;34707;0.98;0.97;22965;53.0;0.99;
Marek;Taiwan;403;10585;0.98;0.97;6980;52.0;0.98;
seb;United States;603;15586;0.98;0.97;10456;45.5;0.99;
kUcheR;Russia;852;22314;0.99;0.97;14944;44.0;0.99;
stk;Thailand;591;15136;0.98;0.97;10034;42.0;1.0;
ELUSIVE;South Africa;397;10059;1.01;0.97;6410;43.9;0.89;
ice;Kazakhstan;430;11515;0.97;0.97;7708;58.1;1.0;
SOKER;Spain;642;16858;0.96;0.97;11465;42.5;1.07;
DEVIL;France;636;16582;0.97;0.97;11006;48.2;0.99;
seized;Russia;1507;39658;0.98;0.97;26348;45.8;0.97;
MAIROLLS;Thailand;495;12791;0.98;0.97;8516;49.1;0.97;
Drea3er;China;402;10308;0.96;0.97;6976;53.9;1.03;
PKL;Brazil;1117;29211;0.98;0.97;19174;51.9;1.02;
gabesson;Hungary;441;11654;0.97;0.97;7943;42.1;1.0;
Sapec;Sweden;426;11413;0.96;0.97;7729;52.7;1.11;
Mayker;Australia;433;11216;0.97;0.97;7380;49.1;0.95;
TMB;Denmark;685;18224;0.97;0.97;12110;47.3;1.08;
The eLiVe;Slovakia;470;12703;0.98;0.97;8251;52.2;0.97;
KHRN;Finland;935;24443;0.98;0.97;15822;48.0;0.93;
chopper;Russia;1075;28456;0.98;0.97;18598;57.4;1.0;
Leaf;Thailand;398;10120;0.99;0.97;6618;44.2;0.97;
starix;Ukraine;625;16451;0.98;0.97;10761;47.6;0.95;
reltuC;United States;865;22664;1.0;0.97;14788;40.5;0.92;
Surreal;United Kingdom;1507;39489;0.97;0.97;25891;43.6;1.02;
Hyper;Poland;646;16949;0.99;0.96;11144;41.8;0.89;
phr;Poland;1282;34336;0.98;0.96;22492;53.4;0.95;
LUCAS1;Brazil;943;24480;0.97;0.96;16073;47.0;1.03;
Maniac;Switzerland;837;22049;0.97;0.96;14478;39.4;0.97;
nafany;Russia;848;22505;0.96;0.96;14964;51.1;1.09;
SmithZz;France;1161;30130;0.97;0.96;19726;41.4;0.91;
0i;China;475;12428;0.96;0.96;8436;55.9;0.99;
kaper;Poland;536;14240;0.98;0.96;9154;44.2;0.94;
Aleksib;Finland;996;26395;0.98;0.96;16976;39.2;1.03;
SEMINTE;Romania;663;17364;0.96;0.96;11430;49.2;0.97;
SADDYX;Finland;647;17350;0.97;0.96;11404;47.6;0.99;
maeVe;Denmark;487;12606;0.98;0.96;8154;40.5;0.96;
stanislaw;Canada;1306;33769;0.98;0.96;21727;47.5;0.97;
Kairi;Spain;404;10297;0.97;0.96;6763;37.7;1.02;
Tommy;Singapore;387;9900;0.95;0.96;6700;46.0;1.07;
HOLMES;Serbia;430;11258;0.96;0.96;7579;44.9;1.02;
ProbLeM;Russia;540;14671;0.97;0.96;9637;48.9;0.98;
w1nt3r;Kazakhstan;552;14753;0.98;0.96;9468;49.5;0.88;
bodito;Hungary;427;11471;0.95;0.96;7726;46.6;1.02;
xms;France;712;18783;0.95;0.96;12206;59.0;0.99;
tiziaN;Germany;1723;45550;0.97;0.96;29167;56.1;0.96;
Uber;Canada;398;10027;0.96;0.96;6674;50.2;0.98;
JazzPimp;United States;393;10252;0.96;0.96;6989;54.3;1.0;
nbl;Argentina;583;15054;0.96;0.96;10007;51.4;0.99;
Walco;Canada;464;12327;0.95;0.96;8164;57.6;1.08;
Snappi;Denmark;1543;40703;0.97;0.96;26614;45.6;0.97;
glow;Korea;395;10045;0.98;0.96;6438;51.9;0.9;
Kvik;Lithuania;780;20389;0.95;0.96;13682;42.7;1.0;
Kristou;Denmark;390;10304;0.95;0.96;6701;43.7;1.06;
expro;China;418;11095;0.96;0.96;7454;44.7;1.03;
misutaaa;France;408;10800;0.95;0.96;6868;54.5;0.95;
MAJ3R;Turkey;1050;27515;0.97;0.96;17858;48.8;0.99;
LOGAN;France;590;15692;0.97;0.96;10091;55.2;0.95;
RZU;United States;440;11535;0.94;0.96;7820;53.7;1.04;
nosraC;United States;440;11570;0.95;0.96;7686;50.3;1.06;
smF;Denmark;817;21404;0.97;0.96;13649;56.2;0.9;
YJ;Brazil;514;13425;0.99;0.96;8424;41.6;0.89;
kinqie;Russia;631;16775;0.95;0.96;11130;57.1;1.03;
NEO;Poland;2024;52835;0.96;0.96;34327;37.8;0.92;
tahsiN;Germany;591;15363;0.94;0.96;10261;44.7;0.99;
ponczek;Poland;497;13376;0.97;0.95;8543;44.5;0.9;
denis;Germany;1830;48692;0.95;0.95;32721;44.3;1.08;
maNkz;Denmark;649;17421;0.96;0.95;11163;52.3;0.99;
alexRr;Germany;433;11346;0.93;0.95;7438;39.8;1.09;
dezon;Sweden;547;14700;0.97;0.95;9192;52.4;0.92;
dumz;Sweden;455;12074;0.96;0.95;7889;48.4;1.02;
JT;South Africa;1039;26962;0.96;0.95;17282;48.4;1.0;
friberg;Sweden;1957;50987;0.95;0.95;33114;47.3;0.92;
caike;Brazil;501;13104;0.96;0.95;8518;42.6;1.0;
H4RR3;Norway;640;17259;0.94;0.95;11382;50.6;1.06;
TaZ;Poland;2155;56573;0.96;0.95;36859;51.3;0.88;
steel;Brazil;1446;37798;0.97;0.95;24382;40.8;0.96;
devoduvek;France;643;17057;0.95;0.95;11149;49.6;1.0;
dERZKIY;Belarus;408;10641;0.95;0.95;7059;53.8;0.93;
Console;Denmark;708;18612;0.95;0.95;11948;39.5;0.98;
CONNOR93;Canada;449;11544;0.94;0.95;7738;51.7;1.02;
soju_j;New Zealand;554;14231;0.96;0.95;9148;41.2;0.96;
darko;Poland;797;21612;0.95;0.95;14187;44.9;1.03;
PR1mE;Denmark;393;10613;0.95;0.95;6980;54.9;0.99;
KrizzeN;Kazakhstan;763;20020;0.97;0.95;12720;54.9;0.93;
beastik;Czech Republic;661;17753;0.95;0.95;11329;55.3;0.98;
Grusarn;Norway;543;14836;0.93;0.95;9794;63.9;1.05;
RAiLWAY;Russia;438;11779;0.93;0.95;8041;54.5;1.07;
AcilioN;Denmark;1726;45521;0.95;0.95;29475;43.9;0.98;
flashie;Hungary;585;15493;0.95;0.95;10033;41.9;0.91;
strux1;Germany;403;10276;0.96;0.95;6648;36.3;0.82;
ecfN;Germany;426;11214;0.94;0.95;7387;53.8;1.01;
oxygeN;Bulgaria;507;13623;0.95;0.95;8532;59.3;0.96;
Karsa;China;457;11674;0.96;0.95;7360;48.7;0.88;
arvid;Finland;892;23926;0.94;0.95;15577;44.8;1.01;
Inzta;Denmark;754;19798;0.94;0.94;12779;43.9;0.96;
Rock1nG;Bulgaria;883;23271;0.94;0.94;15257;55.3;1.01;
uNdo;Belarus;432;11267;0.95;0.94;7217;54.3;0.89;
vSa;Canada;385;10066;0.95;0.94;6351;42.5;0.83;
Fifflaren;Sweden;538;13220;0.99;0.94;7894;37.5;1.13;
boX;Belarus;1246;33181;0.94;0.94;21451;43.7;1.11;
kzy;Germany;986;25705;0.95;0.94;16400;47.6;0.95;
TOAO;Poland;1103;29449;0.95;0.94;18679;48.0;0.96;
SileNt;United States;624;16235;0.93;0.94;10751;36.1;1.0;
Twixie;Finland;745;20248;0.95;0.94;12849;48.1;0.96;
tonyblack;Russia;826;21699;0.95;0.94;13828;48.6;0.91;
BRACE;Australia;393;10219;0.94;0.94;6566;47.9;0.98;
rafftu;Bulgaria;491;13172;0.94;0.94;8502;51.9;0.95;
arch;Ukraine;593;15530;0.94;0.94;10295;49.0;0.92;
Sidney;Poland;443;11990;0.95;0.94;7423;50.1;0.92;
interz;Russia;830;22053;0.99;0.94;12718;50.1;0.8;
EXUS;Poland;882;23538;0.93;0.94;15251;42.7;1.01;
RIZZZ;Portugal;422;11051;0.93;0.94;7027;52.0;0.94;
LOMME;Denmark;623;16172;0.95;0.94;10221;42.5;0.92;
Polly;Norway;451;11723;0.93;0.94;7542;41.2;0.89;
Ex6TenZ;Belgium;1393;36352;0.96;0.94;22665;41.5;1.01;
ub1que;Russia;491;12691;0.94;0.94;8319;41.8;0.94;
Noisia;Australia;579;15033;0.94;0.94;9682;43.7;0.93;
tutehen;Argentina;447;11563;0.95;0.94;7331;46.1;0.91;
ngiN;Turkey;1025;26895;0.96;0.94;16499;45.3;0.88;
forget;China;442;11512;0.91;0.94;7723;50.3;1.06;
Shakezullah;United States;797;20767;0.96;0.94;12694;42.7;0.89;
repo;Poland;505;13254;0.93;0.94;8647;46.6;0.93;
neaLaN;Kazakhstan;1043;27804;0.93;0.93;18064;55.9;1.0;
DANZ;Australia;391;10173;0.92;0.93;6730;42.6;0.94;
emi;Serbia;1067;27762;0.94;0.93;17763;52.2;0.98;
Duplicate;Bulgaria;804;21453;0.93;0.93;13549;51.5;0.95;
hutji;Russia;453;12010;0.92;0.93;7719;48.4;0.96;
crisby;Germany;1209;31542;0.92;0.93;20610;54.4;0.98;
matty;Poland;536;14203;0.93;0.93;9201;40.6;1.01;
mynio;Poland;764;20489;0.91;0.93;13302;44.5;1.04;
SkulL;Australia;596;15590;0.91;0.93;10266;42.5;1.08;
quix;Sweden;929;24614;0.9;0.93;16451;47.2;1.03;
ztr;Sweden;381;10224;0.92;0.93;6534;51.1;0.95;
kiR;Denmark;555;14958;0.91;0.93;9650;61.5;0.99;
TACO;Brazil;1377;35777;0.94;0.93;21773;50.2;0.9;
aVN;Serbia;550;14647;0.93;0.92;9305;52.9;0.9;
S0tF1k;Russia;1289;33952;0.92;0.92;21364;49.2;0.96;
hitMouse;Belarus;538;14028;0.93;0.92;8785;49.0;0.91;
arki;Spain;860;22588;0.92;0.92;14064;52.5;0.94;
Xp3;France;502;13113;0.91;0.92;8326;39.7;0.97;
sorrow;Kazakhstan;382;10245;0.91;0.92;6548;55.3;0.94;
pNshr;Bulgaria;595;15532;0.92;0.92;9802;43.2;0.91;
MSL;Denmark;1716;44836;0.9;0.92;28913;39.9;1.05;
SANJI;Uzbekistan;743;19879;0.92;0.92;12151;62.2;0.9;
akez;Norway;471;12758;0.9;0.92;8076;55.2;0.91;
ncl;Mongolia;516;13234;0.93;0.92;8238;49.1;0.89;
Luz;Poland;650;17062;0.92;0.92;10767;48.2;0.94;
Zeus;Ukraine;1405;37152;0.92;0.92;23470;43.5;0.88;
nak;Brazil;514;13305;0.92;0.92;8158;44.5;0.88;
arya;United States;440;11291;0.89;0.92;7277;34.9;1.05;
Dav;Serbia;439;11340;0.9;0.92;7107;41.6;0.95;
karrigan;Denmark;1972;51662;0.9;0.91;32278;42.9;0.91;
pietola;Finland;383;10178;0.91;0.91;6256;47.1;0.89;
svyat;Russia;734;19717;0.92;0.91;11975;51.9;0.9;
BTN;Romania;1053;27584;0.9;0.91;17639;53.9;0.95;
xartE;Finland;1151;30254;0.92;0.91;18341;37.1;0.89;
tecek;Poland;376;9987;0.88;0.91;6383;38.1;1.03;
LEGIJA;Germany;869;22614;0.9;0.91;14245;49.8;0.93;
roman;Belarus;414;10880;0.91;0.91;6787;55.0;0.89;
Shara;Ukraine;383;9929;0.9;0.91;6329;51.8;0.98;
wayLander;Russia;794;20857;0.89;0.91;13258;51.8;0.95;
BONA;Finland;476;12674;0.89;0.91;7931;52.1;0.93;
sAw;Finland;1267;33681;0.91;0.9;20522;47.9;0.87;
kRYSTAL;Germany;1858;48588;0.9;0.9;29419;36.7;0.88;
MiGHTYMAX;United Kingdom;1163;30802;0.9;0.9;18176;49.2;0.87;
ben1337;United States;910;23752;0.89;0.9;14572;46.7;0.92;
crush;Ukraine;729;19205;0.89;0.9;11789;52.5;0.91;
balblna;Russia;611;16017;0.89;0.9;9791;49.8;0.89;
sycrone;Denmark;553;14608;0.9;0.9;8771;41.1;0.86;
nkl;Bulgaria;642;16554;0.91;0.9;9990;42.9;0.87;
hooch;Russia;894;23450;0.89;0.9;14410;41.8;0.9;
Golden;Sweden;872;23212;0.88;0.9;14225;53.5;0.92;
lunAtic;Poland;881;23964;0.9;0.9;14608;38.8;0.89;
Adam9130;United Kingdom;435;11715;0.87;0.9;7370;40.1;1.03;
FNS;Canada;953;25080;0.89;0.89;15287;45.9;0.85;
spiker;Russia;415;10974;0.88;0.89;6837;42.7;0.96;
JiNKZ;France;542;14411;0.88;0.89;8657;53.5;0.94;
MAiNLiNE;United States;437;11092;0.87;0.89;6904;51.7;1.0;
Psycho;Ukraine;500;13349;0.88;0.89;8093;52.2;0.88;
pronax;Sweden;1199;31403;0.89;0.89;18722;45.8;0.86;
Polen;United States;435;11470;0.88;0.89;7017;53.3;0.93;
ScrunK;Germany;905;24046;0.86;0.88;14695;46.5;0.95;
Lambert;France;775;20411;0.88;0.88;11962;37.1;0.84;
LeX;United States;463;11937;0.85;0.88;7418;44.7;0.92;
torben;Denmark;532;13939;0.87;0.88;8176;49.5;0.84;
JD;Australia;374;9620;0.85;0.88;6071;47.0;0.98;
seang@res;United States;713;18391;0.87;0.88;10904;40.2;0.87;
daps;Canada;1075;28101;0.87;0.88;16274;40.2;0.83;
advent;China;1066;27341;0.88;0.88;15322;49.9;0.76;
flowsicK;United States;395;10074;0.86;0.87;6257;47.4;0.97;
birdfromsky;Denmark;767;20594;0.86;0.87;12296;41.8;0.98;
BERRY;Denmark;801;20959;0.85;0.87;12969;38.0;0.98;
nawrot;Poland;603;16182;0.85;0.87;9764;47.1;0.91;
HooXi;Denmark;786;20907;0.85;0.87;12188;49.7;0.87;
def;Ukraine;605;15797;0.85;0.86;9243;41.8;0.85;
djL;Sweden;688;18180;0.86;0.86;10263;47.3;0.8;
Devilwalk;Sweden;400;10494;0.85;0.86;6122;51.3;0.91;
Twista;Finland;380;9970;0.84;0.85;5863;35.9;0.82;
gob b;Germany;975;25707;0.84;0.85;14445;48.5;0.84;
Slemmy;United States;445;11663;0.83;0.85;6638;49.6;0.78;
SolEk;Switzerland;377;9498;0.81;0.84;5586;49.5;0.7;
PASHANOJ;Russia;599;15675;0.8;0.84;9147;53.5;0.91;
B1ad3;Ukraine;899;23232;0.8;0.83;13472;41.9;0.84;
netrick;Denmark;455;11976;0.8;0.82;6753;48.2;0.85;
HUNDEN;Denmark;1578;41153;0.78;0.81;22470;48.7;0.8;
RuFire;Russia;384;10185;0.74;0.78;5579;47.9;0.81;
OCEAN;Canada;410;10602;0.74;0.77;5530;44.3;0.72;
